#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTC670;The old ways are still best;Les vieilles mœurs valent toujours mieux ;Die alten Pfade sind immernoch die besten;;Las viejas formas aún son mejores;;;;;;;;;x
EVTOPTD670;They are still barbarians!;Ce sont toujours des barbares !;Sie sind noch immer Barbaren!;;¡Siguen siendo bárbaros!;;;;;;;;;x
president.3.desc;President [FromFrom.GetFullName] has passed into the great white house in the sky, and a new President must be elected to lead the faithful.;;;;;;;;;;;;;x
president.3.optA;I will stand for election;;;;;;;;;;;;;x
president.3.optB;I will not contest this election;;;;;;;;;;;;;x
president.9.desc;Your campaign for President did not gather enough support to contest the election.;;;;;;;;;;;;;x
president.9.optA;Maybe next time...;;;;;;;;;;;;;x
president.10.desc;The candidates for the Presidency have been announced.;;;;;;;;;;;;;x
president.10.optA;May [Root.Religion.GetRandomGodName] guide the electors.;;;;;;;;;;;;;x
president.13.desc;The exalted office of the Presidency stands vacant. A new President must be elected to lead the faithful.;;;;;;;;;;;;;x
president.100.desc;It is time to cast your vote for the next President of the United States.;;;;;;;;;;;;;x
president.100.optA;I support myself;;;;;;;;;;;;;x
president.100.optB;I support this candidate;;;;;;;;;;;;;x
president.100.optC;I support this candidate;;;;;;;;;;;;;x
president.100.optD;I support this candidate;;;;;;;;;;;;;x
president.100.optE;I support this candidate;;;;;;;;;;;;;x
president.110.desc;The Founding Fathers have seen fit to grant me the exalted office of President of the United States.;;;;;;;;;;;;;x
president.110.optA;Praise [Root.Religion.GetRandomGodName]!;;;;;;;;;;;;;x
president.111.desc;The Founding Fathers have spoken through the voice of the American people, anointing [From.GetFullName] as President of the United States, Commander-in-Chief, and Leader of the Free World.;;;;;;;;;;;;;x
president.111.optA;Praise [Root.Religion.GetRandomGodName]!;;;;;;;;;;;;;x
TOOLTIPPRESIDENTVOTE;will be our choice for President\n;;;;;;;;;;;;;x
TOOLTIPPRESREQUIREMENTS;Any Presidential candidate must be a capable American at least thirty-five years of age.;;;;;;;;;;;;;x
on_campaign;On Campaign;;;;;;;;;;;;;x
on_campaign_desc;This character is campaigning for the Presidency, or stumping for another candidate. They will require a regent to run their realm while on the campaign trail.;;;;;;;;;;;;;x
CTT_LIBERATION_WARS_UNLOCKED;The Americanist Liberation War Era has Begun\n;;;;;;;;;;;;;x

# president.200.desc;[From.GetBestName] has requested a Presidential pardon so that [From.GetSheHe] may be freed from the dungeons of [From.Host.GetBestName].;;;;;;;;;;;;;x
# president.200.optA;Grant;;;;;;;;;;;;;x
# president.200.optB;Ignore;;;;;;;;;;;;;x
# president.200.desc2;[From.GetBestName] has requested a Presidential pardon so that [From.GetSheHe] may be freed from the dungeons of [From.Host.GetBestName]. [From.GetSheHeCap] has also made a donation to your campaign fund, which [From.GetSheHe] hopes will not influence this decision in any way.;;;;;;;;;;;;;x
# president.201.desc;President [From.GetFullName] has granted my request for a pardon.;;;;;;;;;;;;;x
# president.201.optA;Praise [Root.Religion.GetRandomGodName]!;;;;;;;;;;;;;x
# president.202.desc;President [From.GetFullName] has declined my request for a pardon.;;;;;;;;;;;;;x
# president.202.optA;Maybe next time;;;;;;;;;;;;;x

# president.203.desc;I have decided to ask President [From.GetFullName] to grant me a pardon. A donation to [From.GetHerHis] campaign fund might help convince [From.GetHerHim] of the injustice of my captivity.;;;;;;;;;;;;;x
# president.203.optA;I will not resort to bribery;;;;;;;;;;;;;x
# president.203.optB;Send a small donation;;;;;;;;;;;;;x
# president.203.optC;Send a large donation;;;;;;;;;;;;;x
# president.203.optD;Never mind;;;;;;;;;;;;;x

# president.205.desc;[This.GetFOA],\n\nPursuant to the powers conferred upon me by the Constitution, I have granted a full, free, and absolute pardon to [From.GetFullName] for all offenses against the United States which [From.GetSheHe] has committed or may have committed.\n\nSigned,\n[FromFrom.GetFullName]\nPresident of the United States;;;;;;;;;;;;;x
# president.205.optA;Release [From.GetHerHim] immediately;;;;;;;;;;;;;x
# president.205.optB;Ignore it;;;;;;;;;;;;;x
# president.206.desc;[This.Host.GetBestName] has ignored my presidential pardon, continuing to hold me captive in violation of the Constitution.;;;;;;;;;;;;;x
# president.206.optA;Tyranny!;;;;;;;;;;;;;x


EVTNAME39680;Wrath of the Old Gods;La colère des dieux anciens;Rache der alten Götter;;La ira de los antiguos dioses;;;;;;;;;x
EVTDESC39680;In response to the new era of Crusades, the Great [Root.GetTitledName] has informed all [Root.Religion.GetName] [Root.Religion.GetPriestTitle]s of [Root.GetPossPronoun] plans for a magnificent [Root.Religion.GetName] Pagan response. In fact, all pagan heads of religion may now declare Great Holy Wars. This could be the beginning of unprecedented Heathen aggression.;En réponse à la nouvelle ère des croisades et des jihads impliquant les monothéistes abrahamiques, le grand [Root.GetTitledName] a informé tous les [Root.Religion.GetPriestTitle]s de religion [Root.Religion.GetName] de son grandiose projet [Root.Religion.GetName]. De fait, tous les chefs des religions païennes peuvent désormais déclarer des guerres saintes. C'est peut-être le début d'une agression païenne sans précédent.;Als Antwort auf das neue Zeitalter der Kreuzzüge und des Dschihad unter den abrahamischen Monotheisten hat der Große [Root.GetTitledName] alle[Root.Religion.GetName] [Root.Religion.GetPriestTitle] von [Root.GetPossPronoun] über seine Pläne für eine großartige [Root.Religion.GetName] heidnische Antwort unterrichtet. So können jetzt alle heidnischen Religionsführer ihren eigenen großen Heiligen Krieg erklären. Dies könnte der Anfang einer nie dagewesenen heidnischen Aggression sein. ;;En respuesta a la nueva era de Cruzadas y Yihads entre los monoteístas abrahámicos, el Gran [Root.GetTitledName] ha informado a todos los [Root.Religion.GetPriestTitle]s de [Root.Religion.GetName] de sus planes para desplegar una magnífica respuesta pagana de [Root.Religion.GetName]. De hecho, todas las cabezas religiosas paganas pueden ahora declarar Grandes Guerras Santas. Este hecho podría ser el comienzo de una agresión pagana sin precedentes.;;;;;;;;;x
EVTOPTA39680;Great [Root.Religion.GetRandomGodName] is with us!;[Root.Religion.GetRandomGodName] est avec nous !;Der große [Root.Religion.GetRandomGodName] ist  mit uns!;;¡El Gran [Root.Religion.GetRandomGodName] está con nosotros!;;;;;;;;;x
EVTOPTB39680;The Old Gods are Mighty!;Les dieux anciens sont puissants !;Die alten Götter sind mächtig!;;¡Los antiguos dioses son poderosos!;;;;;;;;;x
EVTOPTC39680;Lock up your son and daughter!;Protégez vos fils et vos filles !;Sperren Eure Söhne und Töchter weg!;;¡Encierra a tu hijo e hija bajo llave!;;;;;;;;;x
obj_become_president_title;Become President;;;;;;;;;;;;;x
obj_become_president_desc;[This.GetTitledFirstName] wants to become President of the United States.;;;;;;;;;;;;;x
EVTNAME39690;The Liberation Wars;;;;;;;;;;;;;x
EVTDESC39690;For too long, Americans have lived under the rule of tyrants who reject the wisdom of the Founders and worship monstrosities, rust, or men with oversized hats. President [Root.GetFullName] cannot simply stand by and watch as the oppressors take away the rights of Americans and refuse to honor the Flag, and [Root.GetSheHe] has issued an Executive Order requiring all able-bodied citizens to fight for the restoration of America.;;;;;;;;;;;;;x
EVTOPTA39690;E Pluribus Unum!;;;;;;;;;;;;;x
EVTOPTB39690;America will not rise again!;;;;;;;;;;;;;x
EVTDESC39692;The great city of Washington has fallen into the hands of un-American tyrants. The oppressors are burning the temples of the Founders, defiling their graves, destroying the holy documents, and fluoridating the Potomac River. In response, President [Root.GetFullName] has issued an Executive Order requiring all able-bodied citizens to fight for the restoration of America.;;;;;;;;;;;;;x
EVTDESC39693;The great cities of America have fallen into the hands of un-American tyrants. The oppressors will not stop until they have destroyed every remaining bastion of freedom. President [Root.GetFullName] cannot allow that to happen, and [Root.GetSheHe] has issued an Executive Order requiring all able-bodied citizens to fight for the restoration of America.;;;;;;;;;;;;;x
unify_canadian_church;Unify the Canadian Churches;;;;;;;;;;;;;x
unify_canadian_church_desc;The Christian population of Canada is divided between the Anglican Church and the Ursuline See. If we control enough of the great cities of Canada, we can unify them into a single Confederated Church under our control. Our current [Root.GetLordSpiritualName] will become the first Prime Minister of the Church.;;;;;;;;;;;;;x
EVTNAMEcanada.1;Confederation of the Churches;;;;;;;;;;;;;x
EVTDESCcanada.1;The Christians of Canada are no longer divided between the Anglican Church and the Ursuline See. Thanks to the efforts of [From.GetTitledFirstName], the churches have been unified into the Confederated Church of Canada, headed by the Prime Minister in Ottawa, who will also serve as a secular advisor to the [From.GetTitle].;;;;;;;;;;;;;x
EVTOPTAcanada.1;Praise [Root.Religion.GetRandomGodName]!;;;;;;;;;;;;;x
EVTOPTAcanada.2;If that's the way the wind is blowing...;Si c'est ainsi que le vent souffle...;Daher also weht der Wind ...;;Si esto es la dirección que el viento está soplando ...;;;;;;;;;x
EVTOPTBcanada.2;I will never give up my faith!;Jamais je ne renierai ma foi !;Ich werde meinen Glauben niemals aufgeben!;;¡Nunca abandonaré mi fe!;;;;;;;;;x
ca_sports_hippodrome_1;Small Hippodrome;;;;;;;;;;;;;x
ca_sports_hippodrome_1_desc;A small arena for chariot racing.;;;;;;;;;;;;;x
ca_sports_hippodrome_2;Medium Hippodrome;;;;;;;;;;;;;x
ca_sports_hippodrome_2_desc;A medium-sized arena for chariot racing.;;;;;;;;;;;;;x
ca_sports_hippodrome_3;Large Hippodrome;;;;;;;;;;;;;x
ca_sports_hippodrome_3_desc;A great arena for chariot racing.;;;;;;;;;;;;;x
ca_sports_hippodrome_4;Grand Hippodrome;;;;;;;;;;;;;x
ca_sports_hippodrome_4_desc;One of the largest chariot racetracks in all of the Americas.;;;;;;;;;;;;;x
student;Student;;;;;;;;;;;;;x
student_desc;This character is studying at a university.;;;;;;;;;;;;;x
graduate;Graduate;;;;;;;;;;;;;x
graduate_desc;This character has received a university education.;;;;;;;;;;;;;x
attend_university;Enroll at a University;;;;;;;;;;;;;x
send_kid_to_university;Send [This.GetBestName] to University;;;;;;;;;;;;;x
univ.1.desc;Which university should I attend?;;;;;;;;;;;;;x
univ.10.desc;The college term has ended.;;;;;;;;;;;;;x
univ.10.optA;Let us rejoice;;;;;;;;;;;;;x
univ.11.desc;Which subjects will I study this year?;;;;;;;;;;;;;x
univ.11.optA;History (Martial and Learning);;;;;;;;;;;;;x
univ.11.optB;Science (Stewardship and Martial);;;;;;;;;;;;;x
univ.11.optC;Business (Stewardship and Intrigue);;;;;;;;;;;;;x
univ.11.optD;Politics (Intrigue and Diplomacy);;;;;;;;;;;;;x
univ.11.optE;Literature (Diplomacy and Learning);;;;;;;;;;;;;x
more_options;More options...;;;;;;;;;;;;;x

banker;Banker;;;;;;;;;;;;;x
banker_desc;This character is in the business of loaning out substantial sums of gold to other rulers.;;;;;;;;;;;;;x
debtor;Debtor;;;;;;;;;;;;;x
debtor_desc;This character owes a debt to a bank.;;;;;;;;;;;;;x
become_banker;Become a Banker;;;;;;;;;;;;;x
become_banker_desc;Announce our willingness to loan out portions of our treasury to other rulers.;;;;;;;;;;;;;x
leave_banking;Stop Banking;;;;;;;;;;;;;x
leave_banking_desc;Stop lending money to others. This will not affect any loans we have already made.;;;;;;;;;;;;;x
stop_loan_offers;Disable Loan Requests;;;;;;;;;;;;;x
stop_loan_offers_desc;Ignore new requests for loans.;;;;;;;;;;;;;x
allow_loan_offers;Enable Loan Requests;;;;;;;;;;;;;x
allow_loan_offers_desc;Re-enable requests for loans.;;;;;;;;;;;;;x
borrow_money;Borrow Money from Bankers;;;;;;;;;;;;;x
borrow_money_desc;Seek a loan from a banker at 25% interest. If we fail to repay them within five years, there may be dire consequences...;;;;;;;;;;;;;x
repay_loan;Repay Bankers;;;;;;;;;;;;;x
repay_loan_desc;Pay back the debt we owe to the bankers.;;;;;;;;;;;;;x
declare_bankruptcy;Declare Bankruptcy;;;;;;;;;;;;;x
declare_bankruptcy_desc;Announce that we no longer intend to repay our current debts. This is a drastic decision, and our creditors will not take it lightly.;;;;;;;;;;;;;x
demand_repayment;Demand Repayment from [This.GetBestName];;;;;;;;;;;;;x
lent_me_money;Lent me money;;;;;;;;;;;;;x
owes_me_money;Owes me money;;;;;;;;;;;;;x
refused_loan;Refused Loan;;;;;;;;;;;;;x
defaulted;Defaulted on Loan;;;;;;;;;;;;;x
defaulted_other;Defaulted on Loan;;;;;;;;;;;;;x
defaulted_on_loan;Defaulted on Loan;;;;;;;;;;;;;x
defaulted_on_loan_desc;This character has earned the enmity of moneylenders everywhere by refusing to repay a loan.;;;;;;;;;;;;;x
loan.1.desc;[From.GetBestName] is seeking a five-year loan at 25% interest. If we pay one-fourth of the principal, other lenders will finance the rest, and we will recieve one-fourth of the principal and interest when the loan is repaid.;;;;;;;;;;;;;x
loan.1.optA;A fine investment;;;;;;;;;;;;;x
loan.1.optB;Too risky;;;;;;;;;;;;;x
loan.3.desc;[From.GetBestName] has agreed to underwrite our loan. Payment will be due in five years.;;;;;;;;;;;;;x
loan.3.optA;Excellent;;;;;;;;;;;;;x
loan.4.desc;We could not find any bankers willing to work with us.;;;;;;;;;;;;;x
loan.4.optA;Maybe next time;;;;;;;;;;;;;x
recent_loan_request;Recently requested a loan;;;;;;;;;;;;;x
loan_timer;Recent Loan;A fait un emprunt;Genommenes Darlehen;;Loan Taken;;;;;;;;;x
loan_timer_desc;A loan will be due for repayment at the expiration date of this modifier. If repaid early, a new loan cannot be taken out until this modifier expires.;;;;;;;;;;;;;x
loan.21.desc;Our loan to [From.GetBestName] has come due.;;;;;;;;;;;;;x
loan.21.optA;Request repayment;;;;;;;;;;;;;x
loan.22.desc;Our loan has come due.;;;;;;;;;;;;;x
loan.22.optA;I have the money right here;;;;;;;;;;;;;x
loan.22.optB;I don't have the full amount, but can pay the interest;;;;;;;;;;;;;x
loan.22.tooltipB;The loan will be extended for two years;;;;;;;;;;;;;x
loan.22.optD;You shall not have a single coin from me!;;;;;;;;;;;;;x
loan.22.tooltipD;Defaulting on a loan may have severe consequences...;;;;;;;;;;;;;x
loan.23.desc;[From.GetBestName] has paid [From.GetHerHis] debt in full.;;;;;;;;;;;;;x
loan.23.optA;Excellent;;;;;;;;;;;;;x
loan.24.desc;[From.GetBestName] is unable to pay [From.GetHerHis] debt in full, but has paid interest in order to extend the loan for two years.;;;;;;;;;;;;;x
loan.24.optA;[From.GetSheHeCap] better have the money then;;;;;;;;;;;;;x
loan.25.desc;[From.GetBestName] has defaulted on [From.GetHerHis] debt.;;;;;;;;;;;;;x
loan.25.optA;We'll get our money, one way or another;;;;;;;;;;;;;x
loan_100;Attempt to borrow 100¤;;;;;;;;;;;;;x
loan_200;Attempt to borrow 200¤;;;;;;;;;;;;;x
loan_400;Attempt to borrow 400¤;;;;;;;;;;;;;x
loan_600;Attempt to borrow 600¤;;;;;;;;;;;;;x
loan_800;Attempt to borrow 800¤;;;;;;;;;;;;;x
loan_1000;Attempt to borrow 1000¤;;;;;;;;;;;;;x
loan_amount_100;The amount of the loan is 100¤;;;;;;;;;;;;;x
loan_amount_200;The amount of the loan is 200¤;;;;;;;;;;;;;x
loan_amount_400;The amount of the loan is 400¤;;;;;;;;;;;;;x
loan_amount_600;The amount of the loan is 600¤;;;;;;;;;;;;;x
loan_amount_800;The amount of the loan is 800¤;;;;;;;;;;;;;x
loan_amount_1000;The amount of the loan is 1000¤;;;;;;;;;;;;;x

EVTNAME_KoC_creation;The Knights of Columbus;;;;;;;;;;;;;x
EVTDESC_KoC_creation;In these turbulent times, the Pope in New Rome has decided to revive an ancient brotherhood. The Knights of Columbus, an antediluvian organization, has been hereby re-established and will now take up the sword for the defense of Christendom.;;;;;;;;;;;;;x
EVTOPTA_KoC_creation;In service to one, in service to all.;;;;;;;;;;;;;x
EVTOPTB_KoC_creation;We will be wary in the future;;;;;;;;;;;;;x
EVTOPTC_KoC_creation;They're no use to us.;;;;;;;;;;;;;x

EVTNAME_KPC_creation;The Knights of Peter Claver;;;;;;;;;;;;;x
EVTDESC_KPC_creation;As Christendom's domains increase, it has become clear that its ever-expanding realms need ever-expanding defenses. With this in mind, a new military order has been established in Catholic-ruled New Orleans. These Knights of Peter Claver, as they're known, will assist any God-fearing Catholic in need of a hand.;;;;;;;;;;;;;x
EVTOPTA_KPC_creation;Laudate Dominum!;;;;;;;;;;;;;x 


bridge.2.name;The [From.Capital.GetName] Bridge Disaster;;;;;;;;;;;;;x
bridge.2.desc;The ancient bridge at [From.Capital.GetName] has carried travellers across the river for as long as anyone can remember, bringing prosperity to the towns of [From.GetName]. Yesterday, as a caravan was crossing the river, the crumbling span gave way, and the traders plummeted into the water. The burghers are clamoring for a new crossing to be built, but to do so would require thousands of laborers and many tons of materials. Furthermore, since designing a bridge of this length is beyond the capabilities of even the best masons and carpenters in [From.GetName], we must find a master builder learned in the arts of Old World construction.;;;;;;;;;;;;;x
bridge_collapsed;Bridge Collapsed;;;;;;;;;;;;;x
bridge_rebuilt;Bridge Rebuilt;;;;;;;;;;;;;x

sacredheart.1;The Patrons of El Sagrado Corazón;;;;;;;;;;;;;x
EVTDESC_Sacredheart_1;Followers of the faith of the Sacred Heart- Sagrado Corazón- all adhere to one general creed, but tend to favor one specific saint within the Sacred Heart's pantheon. Although such patrons are often chosen early on in a follower's life, it's not unheard of for a person to change their patron or patroness later on.;;;;;;;;;;;;;x
EVTOPTA_sacredheart_1;I shall follow El Santo, the patron of warriors;;;;;;;;;;;;;x
EVTOPTC_sacredheart_1;Nuestra Señora, the Virgin of Guadalupe, is my patroness;;;;;;;;;;;;;x
EVTOPTB_sacredheart_1;I pray to Santa Muerte for a safe delivery to the Afterlife.;;;;;;;;;;;;;x

name_vice_president;Appoint Vice President;;;;;;;;;;;;;x
name_vice_president_named;Appoint [Root.GetFullName] as Vice President;;;;;;;;;;;;;x
name_vice_president_desc;Appoint [Root.GetFullName] as my Vice President. [Root.GetSheHeCap] will succeed me as President if I die in office or become incapacitated.;;;;;;;;;;;;;x
designate_running_mate;Name Running Mate;;;;;;;;;;;;;x
designate_running_mate_desc;Ask [Root.GetFullName] to be my running mate. I can send [Root.GetHerHim] out to campaign for me, allowing us to cover more ground during the campaign. If elected, [Root.GetSheHe] will become my Vice President.;;;;;;;;;;;;;x
campaign_visit;Campaign Visit;;;;;;;;;;;;;x
campaign_visit_desc;Visit [Root.GetBestName]'s court and attempt to persuade [Root.GetHerHim] and [Root.GetHerHis] courtiers to vote for me. If other candidates are present, you can engage them in debate. High Diplomacy will produce the best results.;;;;;;;;;;;;;x
campaign_donation;Campaign Donation;;;;;;;;;;;;;x
campaign_donation_named;Donate to [Root.GetFullName]'s Campaign;;;;;;;;;;;;;x
campaign_donation_desc;Make a contribution to [Root.GetFullName]'s campaign for the Presidency. [Root.GetSheHeCap] should be grateful for our help, but [Root.GetHerHis] opponents may not be pleased if they win...;;;;;;;;;;;;;x
hold_opinion_poll;Hold Opinion Poll;;;;;;;;;;;;;x
hold_opinion_poll_desc;Poll a sample of electors to determine the likely results of the Presidential vote.;;;;;;;;;;;;;x

tt_attack_fail;Attack fails;;;;;;;;;;;;;;x
tt_attack_fail_caught;Attack fails and backfires;;;;;;;;;;;;;;x
tt_attack_succ;Attack succeeds;;;;;;;;;;;;;;x
tt_attack_succ_caught;Attack succeeds but backfires;;;;;;;;;;;;;;x

attack_herald;Send Attack Herald;;;;;;;;;;;;;;x
attack_herald_desc;Sending attack heralds to tarnish an opponent's reputation can be a very effective strategy, though it may backfire. Having higher Intrigue than your target will improve your chances of success.;;;;;;;;;;;;;;x

attack_herald_generic_succ;Some individuals have been spreading unsavory rumors about [ctarget.GetFullName], damaging [ctarget.GetHerHis] standing in the polls.;;;;;;;;;;;;;;x
attack_herald_generic_succ_caught;Some individuals associated with [cattacker.GetFullName]'s campaign have been spreading unsavory rumors about [ctarget.GetFullName], damaging [ctarget.GetHerHis] standing in the polls but also reflecting badly on the attacker.;;;;;;;;;;;;;;x
attack_herald_generic_fail;Some individuals have been spreading unsavory rumors about [ctarget.GetFullName], but few have taken the rumors seriously.;;;;;;;;;;;;;;x
attack_herald_generic_fail_caught;Some individuals associated with [cattacker.GetFullName]'s campaign have been spreading unsavory rumors about [ctarget.GetFullName]. Few have taken the rumors seriously, and this action has reflected badly on the attacker.;;;;;;;;;;;;;;x

attack_herald_cynical_succ;Some individuals have questioned [ctarget.GetFullName]'s patriotism, damaging [ctarget.GetHerHis] standing in the polls.;;;;;;;;;;;;;;x
attack_herald_cynical_succ_caught;Some individuals associated with [cattacker.GetFullName]'s campaign have questioned [ctarget.GetFullName]'s patriotism, damaging [ctarget.GetHerHis] standing in the polls but also reflecting badly on the attacker.;;;;;;;;;;;;;;x
attack_herald_cynical_fail;Some individuals have questioned [ctarget.GetFullName]'s patriotism, but few have taken the accusations seriously.;;;;;;;;;;;;;;x
attack_herald_cynical_fail_caught;Some individuals associated with [cattacker.GetFullName]'s campaign have questioned [ctarget.GetFullName]'s patriotism. Few have taken the accusations seriously, and they appear to have hurt the attacker more.;;;;;;;;;;;;;;x

